,Name,Business Status,Address,Price Level,Rating,Total Ratings,Types,Latitude,Longitude
4060,Sam's Quick Stop,CLOSED_TEMPORARILY,"1919 Saint Charles Road #19, Maywood",Price information not available,4.8,4,"['convenience_store', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8881667,-87.8574498
4061,Dollar General,OPERATIONAL,"496 25th Avenue, Bellwood",1,4,259,"['convenience_store', 'grocery_or_supermarket', 'drugstore', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.8839706,-87.8647194
4062,Sbj snackshop,OPERATIONAL,"1501 Saint Charles Road, Maywood",Price information not available,5,2,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8883132,-87.8519345
4063,Shell,OPERATIONAL,"1000 West Lake Street, Melrose Park",Price information not available,4.3,6,"['gas_station', 'atm', 'convenience_store', 'car_wash', 'finance', 'store', 'food', 'point_of_interest', 'establishment']",41.890927,-87.845901
4064,Walgreens,OPERATIONAL,"100 Lake Street, Maywood",2,3,48,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.888557,-87.8352183
4065,Marathon Gas,OPERATIONAL,"204 Lake Street, Maywood",Price information not available,3.6,8,"['gas_station', 'convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.88888130000001,-87.8360548
4066,Maywood One Stop Shop,OPERATIONAL,"605 West Lake Street, Maywood",Price information not available,5,45,"['convenience_store', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.8901821,-87.84086370000001
4067,Shell,OPERATIONAL,"1000 West Lake Street, Melrose Park",Price information not available,4.3,6,"['gas_station', 'atm', 'convenience_store', 'car_wash', 'finance', 'store', 'food', 'point_of_interest', 'establishment']",41.890927,-87.845901
4068,Sbj snackshop,OPERATIONAL,"1501 Saint Charles Road, Maywood",Price information not available,5,2,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8883132,-87.8519345
4069,Shell,OPERATIONAL,"15 North 1st Avenue, Maywood",Price information not available,3,8,"['gas_station', 'atm', 'convenience_store', 'finance', 'store', 'food', 'point_of_interest', 'establishment']",41.888445,-87.8341372
4070,FOOD MART,OPERATIONAL,United States,Price information not available,No rating,No ratings,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8884227,-87.83399059999999
4071,Walgreens,OPERATIONAL,"100 Lake Street, Maywood",2,3,48,"['drugstore', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.888557,-87.8352183
4072,Marathon Gas,OPERATIONAL,"204 Lake Street, Maywood",Price information not available,3.6,8,"['gas_station', 'convenience_store', 'point_of_interest', 'food', 'store', 'establishment']",41.88888130000001,-87.8360548
4073,FOOD MART,OPERATIONAL,United States,Price information not available,No rating,No ratings,"['convenience_store', 'point_of_interest', 'food', 'store', 'establishment']",41.8884227,-87.83399059999999
4074,Shell,OPERATIONAL,"15 North 1st Avenue, Maywood",Price information not available,3,8,"['gas_station', 'atm', 'convenience_store', 'finance', 'point_of_interest', 'food', 'store', 'establishment']",41.888445,-87.8341372
4075,Maywood One Stop Shop,OPERATIONAL,"605 West Lake Street, Maywood",Price information not available,5,45,"['convenience_store', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.8901821,-87.84086370000001
4076,Puffs Discount,OPERATIONAL,"7756 Madison Street #5, River Forest",Price information not available,4.3,35,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.87972389999999,-87.81809059999999
4077,Walgreens,OPERATIONAL,"7251 Lake Street, River Forest",2,2.3,104,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.8881734,-87.80672369999999
4078,7-Eleven,OPERATIONAL,"205 Harlem Avenue, Forest Park",1,2.5,51,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8828579,-87.80538270000001
4079,REFINERS PRIDE,OPERATIONAL,"7323 Randolph Street, Forest Park",Price information not available,2.5,6,"['gas_station', 'convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8833983,-87.80843259999999
4080,Walgreens,OPERATIONAL,"7251 Lake Street, River Forest",2,2.3,104,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.8881734,-87.80672369999999
4081,Walgreens,OPERATIONAL,"811 Madison Street, Oak Park",2,2.2,180,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.8795471,-87.79454679999999
4082,7-Eleven,OPERATIONAL,"661 South Boulevard, Oak Park",1,2.5,53,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.88669530000001,-87.79240709999999
4083,7-Eleven,OPERATIONAL,"205 Harlem Avenue, Forest Park",1,2.5,51,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8828579,-87.80538270000001
4084,bp,OPERATIONAL,"300 Lake Street, Oak Park",Price information not available,3.8,13,"['gas_station', 'convenience_store', 'point_of_interest', 'food', 'store', 'establishment']",41.88848309999999,-87.7833845
4085,7-Eleven,OPERATIONAL,"661 South Boulevard, Oak Park",1,2.5,53,"['convenience_store', 'point_of_interest', 'food', 'store', 'establishment']",41.88669530000001,-87.79240709999999
4086,Circle K,OPERATIONAL,"401 Madison Street, Oak Park",1,3.2,18,"['gas_station', 'atm', 'convenience_store', 'cafe', 'finance', 'point_of_interest', 'food', 'store', 'establishment']",41.879513,-87.7848743
4087,Shell,OPERATIONAL,"401 Madison Street, Oak Park",2,3.1,25,"['gas_station', 'atm', 'convenience_store', 'finance', 'point_of_interest', 'food', 'store', 'establishment']",41.87967099999999,-87.7848216
4088,CVS,OPERATIONAL,"345 Madison Street, Oak Park",Price information not available,2.8,132,"['drugstore', 'liquor_store', 'convenience_store', 'clothing_store', 'point_of_interest', 'food', 'health', 'store', 'establishment']",41.8796584,-87.78350499999999
4089,Shell,OPERATIONAL,"300 Lake Street, Oak Park",Price information not available,No rating,No ratings,"['gas_station', 'atm', 'convenience_store', 'finance', 'point_of_interest', 'food', 'store', 'establishment']",41.8884551,-87.7833921
4090,7-Eleven,OPERATIONAL,"240 Chicago Avenue, Oak Park",1,3.3,39,"['convenience_store', 'point_of_interest', 'food', 'store', 'establishment']",41.8949462,-87.7818865
4091,Lake N Austin Food Mart,OPERATIONAL,"422 North Austin Boulevard, Oak Park",Price information not available,5,1,"['convenience_store', 'point_of_interest', 'food', 'store', 'establishment']",41.8883417,-87.7751761
4092,bp,OPERATIONAL,"300 Lake Street, Oak Park",Price information not available,3.8,13,"['gas_station', 'convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.88848309999999,-87.7833845
4093,Uncle Reese Goody Shop,OPERATIONAL,"5817 West Corcoran Place, Chicago",Price information not available,5,1,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8868552,-87.77085319999999
4094,Lake N Austin Food Mart,OPERATIONAL,"422 North Austin Boulevard, Oak Park",Price information not available,5,1,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8883417,-87.7751761
4095,Central General Merchandise,OPERATIONAL,"326 North Central Avenue, Chicago",Price information not available,No rating,No ratings,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8865877,-87.76548749999999
4096,Family Fresh Food and Deli,OPERATIONAL,"10 Chicago Avenue, Oak Park",Price information not available,5,2,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.89485799999999,-87.775607
4097,Shell,OPERATIONAL,"300 Lake Street, Oak Park",Price information not available,No rating,No ratings,"['gas_station', 'convenience_store', 'atm', 'finance', 'food', 'point_of_interest', 'store', 'establishment']",41.8884551,-87.7833921
4098,Walgreens,OPERATIONAL,"5222 West Madison Street, Chicago",2,2.8,114,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.88068609999999,-87.7560432
4099,Dollar General,OPERATIONAL,"5518 West Chicago Avenue, Chicago",1,3.6,381,"['drugstore', 'grocery_or_supermarket', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.8950495,-87.7645941
4100,Central General Merchandise,OPERATIONAL,"326 North Central Avenue, Chicago",Price information not available,No rating,No ratings,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8865877,-87.76548749999999
4101,Laramie and Maypole Mini Mart,OPERATIONAL,"158 North Laramie Avenue, Chicago",Price information not available,No rating,No ratings,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.884117,-87.755455
4102,Apples Food Mart,OPERATIONAL,"5255 West Madison Street, Chicago",Price information not available,4.1,11,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8799061,-87.7573786
4103,Madison Food Mart,OPERATIONAL,"5402 West Madison Street, Chicago",Price information not available,3.2,12,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8804703,-87.76039689999999
4104,Convenience For You,OPERATIONAL,"5337 West Madison Street #2, Chicago",Price information not available,4.3,15,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8801514,-87.7590621
4105,Ferdinand's Food Mart,OPERATIONAL,"4956 West Ferdinand Street, Chicago",Price information not available,4.2,5,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8896333,-87.7502961
4106,Uncle Reese Goody Shop,OPERATIONAL,"5817 West Corcoran Place, Chicago",Price information not available,5,1,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8868552,-87.77085319999999
4107,Food Mart 290,OPERATIONAL,"5144 West Madison Street, Chicago",Price information not available,4.8,5,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8805448,-87.75449789999999
4108,Marathon Gas Station,OPERATIONAL,"801 North Cicero Avenue, Chicago",Price information not available,3.2,13,"['gas_station', 'convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8953003,-87.7455689
4109,Frank's Food Mart,OPERATIONAL,"5050 West Madison Street, Chicago",Price information not available,4.1,27,"['convenience_store', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",41.88058119999999,-87.75215539999999
4110,Cicero Quick Mart,OPERATIONAL,"4757 West Lake Street, Chicago",Price information not available,5,2,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8864457,-87.7453409
4111,Get Connected & Mini Mart,OPERATIONAL,United States,Price information not available,No rating,No ratings,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8861069,-87.7456279
4112,Ferdinand's Food Mart,OPERATIONAL,"4956 West Ferdinand Street, Chicago",Price information not available,4.2,5,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8896333,-87.7502961
4113,Greg's Discount,CLOSED_TEMPORARILY,"4744 West Fulton Street, Chicago",Price information not available,No rating,No ratings,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8855824,-87.7448264
4114,Laramie and Maypole Mini Mart,OPERATIONAL,"158 North Laramie Avenue, Chicago",Price information not available,No rating,No ratings,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.884117,-87.755455
4115,Speedy Choice For Mart,OPERATIONAL,"4900 West Madison Street, Chicago",Price information not available,5,2,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8806679,-87.74785299999999
4116,CC Stop Shop Discount Inc,OPERATIONAL,"15 South Cicero Avenue, Chicago",Price information not available,4,4,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8799717,-87.7451048
4117,Food Mart 290,OPERATIONAL,"5144 West Madison Street, Chicago",Price information not available,4.8,5,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8805448,-87.75449789999999
4118,S and S Shop for Less,OPERATIONAL,"118 Illinois 50, Chicago",Price information not available,3,2,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8787603,-87.74546169999999
4119,African Food & Liquor,OPERATIONAL,"4158 West Madison Street, Chicago",Price information not available,3.6,222,"['supermarket', 'convenience_store', 'grocery_or_supermarket', 'point_of_interest', 'food', 'store', 'establishment']",41.8808591,-87.7304288
4120,Greg's Discount,CLOSED_TEMPORARILY,"4744 West Fulton Street, Chicago",Price information not available,No rating,No ratings,"['convenience_store', 'point_of_interest', 'food', 'store', 'establishment']",41.8855824,-87.7448264
4121,Cicero Quick Mart,OPERATIONAL,"4757 West Lake Street, Chicago",Price information not available,5,2,"['convenience_store', 'point_of_interest', 'food', 'store', 'establishment']",41.8864457,-87.7453409
4122,Get Connected & Mini Mart,OPERATIONAL,United States,Price information not available,No rating,No ratings,"['convenience_store', 'point_of_interest', 'food', 'store', 'establishment']",41.8861069,-87.7456279
4123,Quick Food Mart,OPERATIONAL,"4200 West Madison Street, Chicago",Price information not available,3.4,5,"['convenience_store', 'point_of_interest', 'food', 'store', 'establishment']",41.8809477,-87.73096579999999
4124,JJ Food Mart,OPERATIONAL,Chicago,Price information not available,3.3,3,"['convenience_store', 'point_of_interest', 'food', 'store', 'establishment']",41.8853367,-87.72566379999999
4125,Solid Gold Food Mart,OPERATIONAL,"4100 West Madison Street, Chicago",Price information not available,2,4,"['convenience_store', 'point_of_interest', 'food', 'store', 'establishment']",41.88087379999999,-87.728388
4126,The Local Store,OPERATIONAL,"4117 West Madison Street, Chicago",Price information not available,No rating,No ratings,"['convenience_store', 'point_of_interest', 'food', 'store', 'establishment']",41.8804503,-87.72879569999999
4127,African Food & Liquor,OPERATIONAL,"4158 West Madison Street, Chicago",Price information not available,3.6,222,"['convenience_store', 'supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.8808591,-87.7304288
4128,JJ Food Mart,OPERATIONAL,Chicago,Price information not available,3.3,3,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8853367,-87.72566379999999
4129,Dub J´s Food Mart,OPERATIONAL,"459 North Hamlin Avenue, Chicago",Price information not available,4.3,8,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8897842,-87.72087460000002
4130,Springfield Food Mart,OPERATIONAL,"3853 West Madison Street, Chicago",Price information not available,4,1,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.88057239999999,-87.723052
4131,Solid Gold Food Mart,OPERATIONAL,"4100 West Madison Street, Chicago",Price information not available,2,4,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.88087379999999,-87.728388
4132,Chicago & Avers Foods,CLOSED_TEMPORARILY,"3825 West Chicago Avenue, Chicago",Price information not available,3.6,9,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.89519809999999,-87.7222287
4133,The Local Store,OPERATIONAL,"4117 West Madison Street, Chicago",Price information not available,No rating,No ratings,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8804503,-87.72879569999999
4134,Quick Food Mart,OPERATIONAL,"4200 West Madison Street, Chicago",Price information not available,3.4,5,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8809477,-87.73096579999999
4135,SUPPLY 4 LESS,OPERATIONAL,"3750 West Chicago Avenue, Chicago",Price information not available,5,4,"['grocery_or_supermarket', 'convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8956255,-87.7207935
4136,Dice Food Mart,OPERATIONAL,"3424 West Ohio Street, Chicago",Price information not available,4.2,5,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8919894,-87.7123805
4137,Franklin Super Food & Liquor,OPERATIONAL,"501 North Kedzie Avenue, Chicago",Price information not available,3.6,34,"['liquor_store', 'atm', 'convenience_store', 'finance', 'store', 'food', 'point_of_interest', 'establishment']",41.8905852,-87.7059807
4138,Quick Food Mart 2 Inc,OPERATIONAL,"543 North Kedzie Avenue, Chicago",Price information not available,No rating,No ratings,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8916851,-87.7063249
4139,Dub J´s Food Mart,OPERATIONAL,"459 North Hamlin Avenue, Chicago",Price information not available,4.3,8,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8897842,-87.72087460000002
4140,Jordan Heaven Mini Mart,OPERATIONAL,"3357 West Chicago Avenue, Chicago",Price information not available,4.6,7,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.89538619999999,-87.71117489999999
4141,Lilly's Kwik Mart & Fresh Deli,OPERATIONAL,"South Kedzie Avenue, Chicago",Price information not available,3,1,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.88086270000001,-87.7059724
4142,Gi Gi's Food Mart,OPERATIONAL,"3358 West Chicago Avenue, Chicago",Price information not available,3,2,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8956943,-87.71114969999999
4143,Marmar Food Mart,OPERATIONAL,"3452 West Chicago Avenue, Chicago",Price information not available,5,1,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.895683,-87.71359300000002
4144,Green Line Convenience,OPERATIONAL,"2759 West Lake Street, Chicago",Price information not available,4.3,6,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8841603,-87.6961745
4145,Franklin Super Food & Liquor,OPERATIONAL,"501 North Kedzie Avenue, Chicago",Price information not available,3.6,34,"['liquor_store', 'convenience_store', 'atm', 'finance', 'food', 'point_of_interest', 'store', 'establishment']",41.8905852,-87.7059807
4146,Quick Food Mart 2 Inc,OPERATIONAL,"543 North Kedzie Avenue, Chicago",Price information not available,No rating,No ratings,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8916851,-87.7063249
4147,Ocky Way,OPERATIONAL,"3022 West Madison Street, Chicago",Price information not available,3,4,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8812167,-87.702185
4148,Lilly's Kwik Mart & Fresh Deli,OPERATIONAL,"South Kedzie Avenue, Chicago",Price information not available,3,1,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.88086270000001,-87.7059724
4149,Walgreens,OPERATIONAL,"2340 West Madison Street, Chicago",2,2.9,132,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.88140800000001,-87.6853234
4150,CVS,OPERATIONAL,"2427 West Chicago Avenue, Chicago",Price information not available,2.8,170,"['drugstore', 'clothing_store', 'convenience_store', 'liquor_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.895437,-87.6876198
4151,Shell,OPERATIONAL,"45 North Western Avenue, Chicago",2,3.5,33,"['gas_station', 'atm', 'convenience_store', 'finance', 'store', 'food', 'point_of_interest', 'establishment']",41.882355,-87.686101
4152,Food Mart,OPERATIONAL,"45 North Western Avenue, Chicago",2,No rating,No ratings,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8824118,-87.68601629999999
4153,Green Line Convenience,OPERATIONAL,"2759 West Lake Street, Chicago",Price information not available,4.3,6,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8841603,-87.6961745
4154,Tabb's Food & Liquor,OPERATIONAL,"2600 West Chicago Avenue, Chicago",Price information not available,4.5,53,"['liquor_store', 'convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8958377,-87.6919546
4155,Shell,OPERATIONAL,"505 North Ashland Avenue, Chicago",2,3.7,47,"['gas_station', 'atm', 'convenience_store', 'finance', 'store', 'food', 'point_of_interest', 'establishment']",41.891262,-87.66684389999999
4156,West Town Market,OPERATIONAL,"1934 West Chicago Avenue, Chicago",Price information not available,4.9,111,"['convenience_store', 'meal_takeaway', 'grocery_or_supermarket', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",41.896214,-87.676013
4157,Food Mart,OPERATIONAL,"45 North Western Avenue, Chicago",2,No rating,No ratings,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8824118,-87.68601629999999
4158,Shell,OPERATIONAL,"505 North Ashland Avenue, Chicago",2,3.7,47,"['gas_station', 'atm', 'convenience_store', 'finance', 'store', 'food', 'point_of_interest', 'establishment']",41.891262,-87.66684389999999
4159,Marathon Gas,OPERATIONAL,"649 North Ashland Avenue, Chicago",Price information not available,4,25,"['gas_station', 'convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8940277,-87.6668768
4160,CVS,OPERATIONAL,"1034 West Lake Street, Chicago",Price information not available,3.3,36,"['drugstore', 'convenience_store', 'liquor_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.8857921,-87.6536149
4161,Walgreens,OPERATIONAL,"1051 West Randolph Street, Chicago",2,2.9,28,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'store', 'food', 'point_of_interest', 'establishment']",41.883793,-87.65417219999999
4162,West Loop Mart,OPERATIONAL,"1006 West Lake Street, Chicago",Price information not available,3.6,30,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.88578529999999,-87.6524834
4163,Walgreens,OPERATIONAL,"111 South Halsted Street, Chicago",2,2.4,277,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.8798729,-87.64692720000001
4164,CVS,OPERATIONAL,"771 North Ogden Avenue, Chicago",Price information not available,4,72,"['drugstore', 'clothing_store', 'convenience_store', 'liquor_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.8960025,-87.6540393
4165,7-Eleven,OPERATIONAL,"504 North Halsted Street, Chicago",1,1.7,79,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8915628,-87.64791860000001
4166,7-Eleven,OPERATIONAL,"567 West Lake Street, Chicago",1,2.5,44,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.885556,-87.642348
4167,West Loop Mart,OPERATIONAL,"1006 West Lake Street, Chicago",Price information not available,3.6,30,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.88578529999999,-87.6524834
4168,CVS,OPERATIONAL,"1034 West Lake Street, Chicago",Price information not available,3.3,36,"['drugstore', 'clothing_store', 'convenience_store', 'liquor_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.8857921,-87.6536149
4169,Fulton Sub Market,OPERATIONAL,"210 North Halsted Street, Chicago",Price information not available,4,11,"['convenience_store', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",41.8860838,-87.6477061
4170,Foxtrot Market,OPERATIONAL,"171 North Green Street, Chicago",2,3.6,32,"['cafe', 'grocery_or_supermarket', 'convenience_store', 'liquor_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8851514,-87.6482832
4171,Walgreens,OPERATIONAL,"1051 West Randolph Street, Chicago",2,2.9,28,"['drugstore', 'clothing_store', 'convenience_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",41.883793,-87.65417219999999
4172,Sub Station Food Mart,OPERATIONAL,"713 North Milwaukee Avenue, Chicago",Price information not available,4.9,55,"['convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8948039,-87.6526925
4173,Go Grocer,OPERATIONAL,"205 South Peoria Street, Chicago",Price information not available,4.7,14,"['grocery_or_supermarket', 'atm', 'pharmacy', 'convenience_store', 'liquor_store', 'finance', 'store', 'health', 'restaurant', 'food', 'point_of_interest', 'establishment']",41.87899729999999,-87.64939729999999
4174,CANAL MARKET,OPERATIONAL,"300 North Canal Street, Chicago",Price information not available,4.5,10,"['liquor_store', 'convenience_store', 'store', 'food', 'point_of_interest', 'establishment']",41.8871406,-87.6403018
4175,CVS,OPERATIONAL,"121 West Kinzie Street, Chicago",Price information not available,3.2,53,"['drugstore', 'convenience_store', 'liquor_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.88898659999999,-87.63181349999999
4176,CVS,OPERATIONAL,"344 West Hubbard Street, Chicago",Price information not available,3.5,42,"['drugstore', 'convenience_store', 'liquor_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.8901584,-87.6372584
4177,7-Eleven,OPERATIONAL,"48 North Wells Street, Chicago",1,2.5,49,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8830469,-87.6340719
4178,Lakeshore Food Advisors -retired,OPERATIONAL,"20 North Wacker Drive # 1701, Chicago",Price information not available,No rating,No ratings,"['convenience_store', 'grocery_or_supermarket', 'finance', 'food', 'point_of_interest', 'store', 'establishment']",41.8824947,-87.63754349999999
4179,Galleria Market,OPERATIONAL,"340 West Superior Street, Chicago",2,4,186,"['convenience_store', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",41.89571520000001,-87.6373156
4180,Walgreens,CLOSED_TEMPORARILY,"100 West Randolph Street Uppr 101, Chicago",2,3.1,29,"['drugstore', 'convenience_store', 'clothing_store', 'health', 'food', 'point_of_interest', 'store', 'establishment']",41.88495109999999,-87.6318222
4181,7-Eleven,OPERATIONAL,"504 North Halsted Street, Chicago",1,1.7,79,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8915628,-87.64791860000001
4182,7-Eleven,OPERATIONAL,"318 West Adams Street, Chicago",1,2.6,42,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8796844,-87.6360405
4183,bp,OPERATIONAL,"631 North La Salle Drive, Chicago",Price information not available,3.2,144,"['gas_station', 'convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8934556,-87.6321767
4184,7-Eleven,OPERATIONAL,"567 West Lake Street, Chicago",1,2.5,44,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.885556,-87.642348
4185,7-Eleven,OPERATIONAL,"645 North Kingsbury Street, Chicago",1,3.3,32,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.89324180000001,-87.64108209999999
4186,MUNCHIES INC,OPERATIONAL,"1 North Wacker Drive, Chicago",Price information not available,No rating,No ratings,"['convenience_store', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.88223989999999,-87.6361884
4187,7-Eleven,OPERATIONAL,"200 North Dearborn Street, Chicago",1,2.2,50,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8860876,-87.6300102
4188,CANAL MARKET,OPERATIONAL,"300 North Canal Street, Chicago",Price information not available,4.5,10,"['liquor_store', 'convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8871406,-87.6403018
4189,Suarez Market,OPERATIONAL,"131 North Clinton Street, Chicago",Price information not available,5,5,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8841608,-87.640857
4190,Amazon Go,OPERATIONAL,"222 West Merchandise Mart Plaza 2nd Floor, Chicago",Price information not available,4,12,"['convenience_store', 'liquor_store', 'grocery_or_supermarket', 'bakery', 'cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",41.88852,-87.635448
4191,Amazon Go,OPERATIONAL,"500 West Madison Street, Chicago",Price information not available,4.1,32,"['convenience_store', 'grocery_or_supermarket', 'cafe', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",41.8823062,-87.6403882
4192,Foxtrot Market,OPERATIONAL,"401 North Wells Street, Chicago",2,3.7,99,"['cafe', 'convenience_store', 'liquor_store', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",41.8898424,-87.6337616
4193,Riverside News,OPERATIONAL,"2 North Riverside Plaza, Chicago",Price information not available,4,4,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.88213229999999,-87.63925449999999
4194,Circle K,OPERATIONAL,"200 North La Salle Street, Chicago",Price information not available,3,7,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.8861394,-87.6327732
4195,LaSalle Newsstand,OPERATIONAL,"180 North La Salle Street Suite 108, Chicago",Price information not available,No rating,No ratings,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",41.88548720000001,-87.63290579999999
